id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
recoYoHgdijJXx117,Crown Of Life Lutheran School Colleyville,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,6605 Pleasant Run Rd,Colleyville,TX,76034,Tarrant County,Dallas-Fort Worth,32.904695196375,-97.158149474118,https://www.colschool.org,(817) 251-1881,ddueck@crownoflife.org,,,,,,,
recoiTFNdqCsBvDLK,Kiddie Academy Of Cypresswood,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,13909 Mandolin Dr,Houston,TX,77070,Harris County,Houston Area,29.977413553725,-95.568980869199,https://kiddieacademy.com/academies/cypresswood,(346) 388-6600,tucam.dinh@kiddieacademy.net,,,,,,,
recojr6zfWq1agn4O,Pasadena Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1511 Allendale Rd,Pasadena,TX,77502,Harris County,Houston Area,29.683256848873,-95.229307773092,,(832) 720-1196,katariavinod@gmail.com,,,,,,,
recoq54W8xwmGrCZp,Merryhill School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,711 W Arbrook Blvd,Arlington,TX,76015,Tarrant County,Dallas-Fort Worth,32.684918714027,-97.115318962558,https://www.merryhillschool.com/elementary/tx/dallas/arlington,(817) 472-9494,michelle.bechtel@merryhillschool.com,,,,,,,
recos68Qas16zhIIw,Inspire Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,"55 Main St, # 280-295",Colleyville,TX,76034,Tarrant County,Dallas-Fort Worth,32.88505797912,-97.15548487208,https://www.inspireacademytx.com,(817) 966-4821,dana@inspireacademytx.com,,,,,,,
recowpQ9vxuq7l94e,Kids R Kids Learning Academy Of Seven Lakes,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,10602 S Fry Rd,Katy,TX,77494,Fort Bend County,Houston Area,29.705956125345,-95.830279303123,https://kidsrkids.com/seven-lakes,(281) 392-1414,everett@kidsrkidssevenlakes.com,,,,,,,
recozC50SKj6V1Q96,Bluebonnet School Of Cedar Park,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3420 El Salido Pkwy,Cedar Park,TX,78613,Williamson County,Austin Area,30.459826297119,-97.825419142317,https://www.bluebonnetschool.com,(512) 331-9009,headofschoolcp@bluebonnetschool.com,,,,,,,
recp10iwt6n9ZuvAG,St. Cecilia Catholic School - Houston,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,11740 Joan Of Arc,Houston,TX,77024,Harris County,Houston Area,29.778072540355,-95.529903139854,https://www.saintceciliacatholicschool.org,(713) 468-9515,jmatthews@saintcecilia.org,,,,,,,
recp2fYMnsj8xYow5,Orion High School (Digital Learning School),Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,"4500 W Ilinois, Ste 203",Midland,TX,79703,Midland County,West Texas,31.987921890745,-102.136180425953,https://www.orionhs.org,(877) 647-1337,jgallegos@orionhs.org,,,,,,,
recp9jtD7xREzv86l,Cornerstone Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,3,,True,,,Grades PreK–3,EFA-Eligible,400 Elm St,Sweetwater,TX,79556,Nolan County,West Texas,32.47301961036,-100.407437869065,https://cornerstonestars.org,(325) 235-1500,stephanie-baker@4thandelm.org,,,,,,,
recpGtEe7v3JaiWWN,Immaculate Conception School - Grand Prairie,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,400 N E 17th St,Grand Prairie,TX,75050,Dallas County,Dallas-Fort Worth,32.750094215779,-96.981192806173,https://school.icgrandprairie.org,(972) 264-8777,lsantos@icgrandprairie.org,,,,,,,
recpHTXiVdZI7aNzE,Holy Spirit Catholic School - San Antonio,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,770 W Ramsey Rd,San Antonio,TX,78216,Bexar County,San Antonio Area,29.538461183761,-98.505866540616,https://www.hscssa.org,(210) 349-1169,lourdes.garcia@hscssa.org,,,,,,,
recpIYMjE9RO9Val4,Kids 'R' Kids Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2230 Independence Dr,New Braunfels,TX,78132,Comal County,San Antonio Area,29.7136836,-98.1624095,https://www.kidsrkids.com/westpointe,(830) 856-2727,paula@kidsrkidswestpointe.com,,,,,,,
recpK4pbGCELmHhEW,Our Lady Of Walsingham Cathedral High School,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,7726 Westview Dr,Houston,TX,77055,Harris County,Houston Area,29.794665591535,-95.480733363324,https://www.cathedral-hs.org,(832) 603-4080,a.kutarna@cathedral-hs.org,,,,,,,
recpQUX0N7f4XXO0u,Ambleside School Of Fredericksburg,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,406 Post Oak Rd,Fredericksburg,TX,78624,Gillespie County,San Antonio Area,30.278255720588,-98.887778392064,https://www.amblesidefredericksburg.com,(830) 990-9059,r.york@amblesidefredericksburg.com,,,,,,,
recpR76VBR3XXX8yw,Children's Social Expo,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2021 Acklen Run Dr,Rosharon,TX,77583,Brazoria County,Houston Area,,,https://www.childrenssocialexpo.com,(832) 654-5216,childrenssocialexpo1@gmail.com,,,,,,,
recpRrq18N3h69r1x,Kidspark,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"309 Curtis Mathes Way, Ste 191",Arlington,TX,76018,Tarrant County,Dallas-Fort Worth,32.680560926774,-97.107756379514,https://www.kidspark.com,(682) 323-4766,arlingtontx@kidspark.com,,,,,,,
recpTKMgqPfKlllK0,Inspire Me Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,"10100 Kleckley Dr, Ste A2",Houston,TX,77075,Harris County,Houston Area,29.621454090281,-95.229567736859,https://www.imlearningctr.com,(713) 750-9921,admin@imlearningctr.com,,,,,,,
recpXEn20poBlWz5W,Little Steps Learning Center #2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7121 Lake June Rd,Dallas,TX,75217,Dallas County,Dallas-Fort Worth,32.734475652927,-96.699462012648,,(214) 309-1500,ilondon512@gmail.com,,,,,,,
recplpaRIoSasdUjk,Sacred Heart School Rockport,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,213 S Church St,Rockport,TX,78382,Aransas County,South Texas,28.023281829861,-97.053584409752,https://shsrockport.org,(361) 729-2672,shskbarnes@shsrockport.org,,,,,,,
recpqgRHeyR0DnaOh,West Garden Montessori School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,"12350 Westheimer Rd, Ste A",Houston,TX,77077,Harris County,Houston Area,29.736420755147,-95.599473745137,https://www.gardenmontessorischools.com,(281) 531-8717,west@gardenmontessorischools.com,,,,,,,
recprwfFgq5D9h5zp,Rainbows Promise,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2727 Mambrino Hwy,Granbury,TX,76048,Hood County,Dallas-Fort Worth,32.3805638845,-97.732497907709,https://facebook.com/rainbowspromise,(817) 279-6794,tamayarbrough5@aol.com,,,,,,,
recpuyG1DqWEOmOJd,Rainbow Connection,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,101 Jefferson Ave,Princeton,TX,75407,Collin County,Dallas-Fort Worth,33.17838972415,-96.500526769735,,(972) 736-3000,director@rainbowprinceton.com,,,,,,,
recq9yJLzdYiRhZuS,Highland Montessori School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,211 W Saint Johns Ave,Austin,TX,78752,Travis County,Austin Area,30.3362243,-97.7113876,https://www.himontessori.com,(512) 554-2133,rick@himontessori.com,,,,,,,
recqBQMsPtA4Qg1Sq,Our Lady Of Refuge School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,577 Washington St,Eagle Pass,TX,78852,Maverick County,South Texas,28.711201631746,-100.506096804957,https://ourladyofrefugeschoolep.org,(830) 773-3531,aide.jimenezhdz@olorschoolep.org,,,,,,,
recqG2cvHkYdMJqEm,Oakhill Day School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1025 E Brand Rd,Garland,TX,75044,Dallas County,Dallas-Fort Worth,32.963642940362,-96.622304945141,https://theoakhilldayschool.com,(972) 530-4962,oakhilldayschool@gmail.com,,,,,,,
recqGORljAaHukQqf,Bright Beginnings Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,22993 Briggs Coleman Rd,Harlingen,TX,78550,Cameron County,Rio Grande Valley,26.225547858024,-97.689250221969,https://bbla-rgv.com,(956) 778-8351,brightbeginningslearningacademy@outlook.com,,,,,,,
recqNVIfQyRkII0lk,Toy Town Pre-School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,610 S Boyd St,Lindale,TX,75771,Smith County,East Texas,32.510193425297,-95.412522951281,https://www.toytownpreschool.com,(903) 881-9404,toytownpreschool2006@gmail.com,,,,,,,
recqWHeqM52XZo2hd,St. Mary's Cathedral School - Amarillo,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,1200 S Washington,Amarillo,TX,79102,Potter County,Panhandle,35.202869779956,-101.848601685711,https://www.stmarysamarillo.org,(806) 376-9112,lackey@stmarysschoolamarillo.com,,,,,,,
recqWOAlrNoOOJtcn,Miss Tee's Childcare Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"4019 Woodland Park Blvd, Ste 101",Arlington,TX,76013,Tarrant County,Dallas-Fort Worth,32.714029325501,-97.170510518632,https://www.missteeschildcareacademy.info,(817) 933-8733,missteeschildcare@gmail.com,,,,,,,
recqWhb5YRbz0Z4qe,Memorial Lutheran Preschool Katy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5810 Third St,Katy,TX,77493,Harris County,Houston Area,29.788193111988,-95.823467942659,https://www.mlckaty.com/preschool,(281) 391-0172,psdirector@mlckaty.com,,,,,,,
recqg7Lh5jaoeYAEn,Tiny Toes Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1743 Trammel Fresno Rd,Fresno,TX,77545,Fort Bend County,Houston Area,29.535660287367,-95.480733929043,https://tinytoesacademy.net,(281) 431-0555,tinytoesacademy@yahoo.com,,,,,,,
recqmKlvuYqT2bym6,St. Pius X School - Corpus Christi,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,737 St Pius Dr,Corpus Christi,TX,78412,Nueces County,South Texas,27.71987435566,-97.363577340071,https://www.stpiusxschoolcc.org,(361) 992-1343,bhinojosa@stpiusxschoolcc.org,,,,,,,
recqmv6ABLxKThW6o,Creative Steps Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3250 Oradell Ln,Dallas,TX,75220,Dallas County,Dallas-Fort Worth,32.860249423572,-96.864717106252,https://creativestepsacademy.com,(214) 989-7586,csadirector5@gmail.com,,,,,,,
recqwTDRM2QYmo8Yk,Brazosport Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,200-B Willow Dr,Lake Jackson,TX,77566,Brazoria County,Houston Area,29.044736655149,-95.427694125131,https://www.1bcs.org,(979) 297-0563,cburris@1bcs.org,,,,,,,
recr5ub0ELucxrnVv,St. Louis Catholic Elementary School - Castroville,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,607 Madrid St,Castroville,TX,78009,Medina County,San Antonio Area,29.356455120052,-98.879955639222,https://saintlouiscs.org,(830) 931-3544,jimmy.gouard@saintlouiscs.org,,,,,,,
recrX5uhqXmNo5gyL,The Mays School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,"6720 Chimney Rock Rd, Ste G",Houston,TX,77081,Harris County,Houston Area,29.707021824129,-95.476350088101,https://www.mays.school,(713) 669-9286,info@mays.school,,,,,,,
recrZvKX4OvMe2mgl,Trinity Episcopal School Victoria,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,406 W San Antonio St,Victoria,TX,77901,Victoria County,South Texas,28.807171889486,-97.006916897036,https://www.tesvictoria.org,(361) 573-3220,bfinch@tesvictoria.org,,,,,,,
recrkPywccgrEgYlf,All Saints Catholic School Fort Worth,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2006 N Houston St,Fort Worth,TX,76164,Tarrant County,Dallas-Fort Worth,32.781245469293,-97.351581143899,https://www.ascsfw.org,(817) 624-2670,aserna@ascsfw.org,,,,,,,
recrkRkJcvspQ5TzU,Sacred Heart Catholic School Crosby,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,907 Runneburg Rd,Crosby,TX,77532,Harris County,Houston Area,29.911848210503,-95.059297028969,https://www.sacredheartschoolcrosby.org,(281) 328-6561,sharris@sacredheartschoolcrosby.org,,,,,,,
recrqZM39U3b6syy8,St. Matthew Catholic School - San Antonio,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,10703 Wurzbach Rd,San Antonio,TX,78230,Bexar County,San Antonio Area,29.538175111169,-98.555133285961,https://www.smcssa.org,(210) 478-5099,ahallfrisch@smcssa.org,,,,,,,
recsFxinEEzilwklc,Academy Of Learners,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7428 Spring Lea Way,North Richland Hills,TX,76182,Tarrant County,Dallas-Fort Worth,32.882474308914,-97.227952128149,https://academyoflearners.com,(817) 320-9331,academyoflearnersnrh@gmail.com,,,,,,,
recsG38fPWJ4IJHNY,Immaculate Conception Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,305 N Britton Ave,Rio Grande City,TX,78582,Starr County,Rio Grande Valley,26.380825329637,-98.820054305461,,(956) 487-2558,mcamarillo@cdobcs.org,,,,,,,
recsGhGd6a6cptrcB,Kellees Child Care,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2701 Canyon Bay,Mckinney,TX,75072,Collin County,Dallas-Fort Worth,33.178540665243,-96.72665992373,,(972) 658-2642,kelleeavdickson@gmail.com,,,,,,,
recsN5ncsLFSwktrQ,Cornerstone Learning Academy And Childcare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,12490 Scarsdale Blvd,Houston,TX,77089,Harris County,Houston Area,29.594433377496,-95.202930421026,https://www.cornerstonelearningacademy.net,(832) 230-3627,cornerstonelearningacademy118@gmail.com,,,,,,,
recsP9vv4Fc1DY7Qs,Little Flower Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,905 Kentucky Ave,San Antonio,TX,78201,Bexar County,San Antonio Area,29.446373900228,-98.524951328279,https://littleflowerschool.net,(210) 732-9207,jcastro@littleflowerschool.net,,,,,,,
recsPBbuU4DTDHOSM,Nazarene Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,2001 E Main St,Crowley,TX,76036,Tarrant County,Dallas-Fort Worth,32.577719678296,-97.335588635739,https://www.nazarenechristianacademy.org,(817) 736-3113,aadams@nca-lions.org,,,,,,,
recsQLvOqUlnFIrty,St. Anthony Catholic School Harlingen,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,1015 E Harrison St,Harlingen,TX,78550,Cameron County,Rio Grande Valley,26.190756564102,-97.685524519879,https://saintanthonyeagles.com,(956) 423-2486,janisdeluna@cdobcs.org,,,,,,,
recsTC9e9X0Yi30E9,Kiddie Academy Of Grand Harbor,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,24404 Kingsland Blvd,Katy,TX,77494,Harris County,Houston Area,29.773644635182,-95.79550644358,https://kiddieacademy.com/grandharbor,(281) 665-8495,grandharbor@kiddieacademy.net,,,,,,,
recsV97uvbSpQTBxY,Exploring Minds Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"5211 Barker Cypress Rd, Ste 124",Houston,TX,77084,Harris County,Houston Area,,,https://www.exploringmindslearningcenter.com,(832) 674-8110,exploringmindslearningcenter@yahoo.com,,,,,,,
recsVx2akpS9ub4M4,El Paso Adventist Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,3510 George Dieter Dr,El Paso,TX,79936,El Paso County,El Paso Area,31.7986907,-106.3021395,https://epaja.org,(915) 855-7312,spatterson@texico.org,,,,,,,
recsWQ3uKOSc1aztG,The Goddard School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1650 Friendswood Lakes Pkwy,Friendswood,TX,77546,Galveston County,Houston Area,29.493061939403,-95.205802497933,https://www.goddardschool.com/schools/tx/friendswood/friendswood?utm_source=google&utm_medium=business_listings&utm_campaign=school&utm_content=main_button,(281) 992-2400,friendswoodtx@goddardschools.com,,,,,,,
recsWb7ClaptBGzSD,Blessed Sacrament School Laredo,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1501 Bartlett Ave,Laredo,TX,78043,Webb County,South Texas,27.509370399344,-99.474127048504,https://www.bsacramentschool.com,(956) 722-1222,gcastillo@bsacramentschool.com,,,,,,,
recsavjEObbgAouSm,Big Dreams & Lil' Wonders Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"11010 Perry Rd, Ste C",Houston,TX,77064,Harris County,Houston Area,29.927318062259,-95.565736244581,https://bdlw.com,(281) 894-6366,bigdreamslil1ders@sbcglobal.net,,,,,,,
recsb2DVoMzSPd0cy,St. Theresa Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,705 St Theresa Blvd,Sugar Land,TX,77498,Fort Bend County,Houston Area,29.62846377051,-95.633463207986,https://sttheresacatholicschool.org,(281) 494-1157,ptovilla@sttheresacatholicschool.org,,,,,,,
recsd0XnW5cI14kGu,Purple Rose Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"6717 Stuebner Airline Rd, Ste 202",Houston,TX,77091,Harris County,Houston Area,29.861272055757,-95.409587817436,https://www.purpleroselearning@yahoo.com,(281) 846-6775,purpleroselearning@yahoo.com,,,,,,,
recskpzTpYPHL3yIu,Destined For Greatness Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,824 S Carrier Pkwy,Grand Prairie,TX,75051,Dallas County,Dallas-Fort Worth,32.73734612825,-97.014469819043,https://www.destinedforgreatnessca.com,(972) 237-4646,marketta@destinedforgreatnessca.com,,,,,,,
recsmH0Wt9wkd6A2x,St. Mary's Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,405 Hollybrook Dr,Longview,TX,75605,Gregg County,East Texas,32.532220057951,-94.737496614801,https://www.stmaryslgv.org,(903) 753-1657,dsafford@stmaryslgv.org,,,,,,,
recsmUOPo1ezjcTdR,Mariner Montessori,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6018 Fairdale Ln,Houston,TX,77057,Harris County,Houston Area,29.733073138395,-95.486141146231,https://www.marinermontessori.com,(713) 783-7490,info@marinermontessori.com,,,,,,,
recssKm2q7DuLlW6f,St. Philip's Episcopal School Uvalde,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,343 N Getty,Uvalde,TX,78801,Uvalde County,South Texas,29.212938847508,-99.787600453256,https://www.spesuvalde.org,(830) 278-1350,principal@spesuvalde.org,,,,,,,
rect1VV4W7JMpldvp,Kidzville Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5728 Ave I,Rosenberg,TX,77471,Fort Bend County,Houston Area,29.558085264226,-95.772174932796,https://www.kidzvilleacademy.com,(832) 595-0543,executivedirector@kidzvilleacademy.com,,,,,,,
rect65eLGTTJHaBqV,St. Joseph Catholic Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2901 E Rancier Ave,Killeen,TX,76543,Bell County,Central Texas,31.119207693371,-97.701932130847,https://www.sjc-academy.org,(254) 634-7272,carlos.partida@sjc-academy.org,,,,,,,
rect9W3174pYxu5T4,St. Ambrose School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4213 Mangum Rd,Houston,TX,77092,Harris County,Houston Area,29.829240773259,-95.462263069545,https://www.sashornets.org,(713) 686-6990,rsaldivar@sashornets.org,,,,,,,
rectAcsAPt4mz3qZI,Incarnate Word Academy Elementary Corpus Christi,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,450 Chamberlain St,Corpus Christi,TX,78404,Nueces County,South Texas,27.761068811061,-97.39217533599,https://iwacc.org,(361) 883-0857,rybalkac@iwacc.org,,,,,,,
rectEZqSzG5UDilLx,Lil' Indians,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,320 Us Highway 175,Frankston,TX,75763,Anderson County,East Texas,32.05156264501,-95.509144946294,,(903) 273-4099,kloebigdaycare@gmail.com,,,,,,,
rectHDbi7suzoA7ke,St. Mary's Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,202 S Orange St,Fredericksburg,TX,78624,Gillespie County,San Antonio Area,30.276472317943,-98.876849475733,https://school.stmarysfbg.com,(830) 997-3914,cahern@stmarysmail.com,,,,,,,
rectIQmRwb2gIHvNO,Ikids Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,823 S Alamo Rd,Alamo,TX,78516,Hidalgo County,Rio Grande Valley,26.173288426339,-98.125045670174,https://www.ikidsacademy.com,(956) 781-5683,info@ikidsacademy.com,,,,,,,
rectIlqwgcp9UWvh1,Rising Starz Child Care Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1200 E Jackson Rd,Carrollton,TX,75006,Dallas County,Dallas-Fort Worth,32.975611611614,-96.903830252713,https://www.risingstarzchildcarecenter.net,(972) 466-3800,risingstarzccc@yahoo.com,,,,,,,
rectPIPdZrXfUBgCD,Azle Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,1801 S Stewart St,Azle,TX,76020,Parker County,Dallas-Fort Worth,32.882279720068,-97.575271806884,https://azlechristianschool.org,(817) 444-9964,ageeslin@azlechristianschool.org,,,,,,,
rectSV4Ir4ANQ8vTR,Little Oaks Early Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,8555 Creekside Green Dr,The Woodlands,TX,77389,Harris County,Houston Area,30.138460909438,-95.550573760168,https://littleoaksela.com,(832) 510-3427,rmcminn@littleoaksela.com,,,,,,,
rectaK4oD2Uo9LWkt,Flip Childcare & Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3509 SE 8th St,Grand Prairie,TX,75052,Dallas County,Dallas-Fort Worth,32.693486945186,-97.001160931614,https://flipcclc.com,(586) 222-6160,flipcclc@yahoo.com,,,,,,,
rectazv2jwHpjGy8Z,Tots And Tikes Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,411 W Main St,Port Lavaca,TX,77979,Calhoun County,South Texas,28.613327233988,-96.628436402549,,(361) 552-4411,totsandtikes@yahoo.com,,,,,,,
recteKonCEG18HAtA,Kiddie Academy Longenbaugh Cypress,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,17909 Longenbaugh Dr,Cypress,TX,77433,Harris County,Houston Area,29.896054108953,-95.686760789003,https://kiddieacademy.com/Longenbaughcypress,(832) 350-5527,james.ihedigbo@kiddieacademy.net,,,,,,,
rectl40x3ac2peuOV,The Goddard School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"12101 Archeleta Blvd, Unit 1",Austin,TX,78739,Travis County,Austin Area,,,,(512) 746-8700,austin3tx@goddardschools.com,,,,,,,
rectvVpjapGW8ZUGc,Alpha Kids Early Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"901 E 6th St, Ste 5",Weslaco,TX,78596,Hidalgo County,Rio Grande Valley,26.155629338886,-97.97849775925,,(956) 375-2166,mpsegura@alphakidsllc.com,,,,,,,
